employeeAddtitionalInfoID,employeeID,education,maritalStatus ,monthlyIncome ,environmentSatisfaction,trainingTimesLastYear
217,3487,3,Married,34070,2,2
218,3622,4,Married,119940,1,6
219,1608,3,Married,12320,4,4
220,5613,2,Married,29600,1,2
221,2035,3,Married,190940,2,3
222,3349,3,Married,39190,1,3
223,307,3,Married,68250,2,2
224,342,2,Married,102480,2,4
225,5379,1,Divorced,189470,2,2
226,473,3,Single,24960,1,3
227,4335,3,Divorced,64650,1,3
228,5236,4,Divorced,22060,1,4
229,1332,4,Married,20860,4,3
230,3289,4,Single,22930,4,3
231,5494,4,Married,26450,3,5
232,2337,5,Divorced,26830,2,3
233,4720,4,Single,20140,3,5
234,4862,3,Divorced,34190,4,5
235,980,1,Married,53760,4,3
236,2454,4,Single,19510,1,4
237,3720,4,Divorced,23410,3,3
238,1728,3,Divorced,22930,3,0
239,2708,2,Single,87260,3,2
240,763,2,Married,40110,4,2
241,1513,2,Married,195450,1,3
242,2683,4,Divorced,45680,3,2
243,3717,1,Married,30220,1,3
244,5342,5,Divorced,57720,3,3
245,3496,3,Single,22690,4,2
246,949,5,Married,53810,2,0
247,2495,4,Married,34410,1,5
248,1046,2,Married,54540,3,5
249,4035,3,Married,98840,3,3
250,3261,3,Married,41570,2,2
251,3822,5,Single,134580,2,3
252,3269,3,Divorced,90690,3,3
253,3829,2,Married,40140,3,4
254,3900,3,Divorced,59150,2,3
255,5081,3,Single,59930,1,3
256,1367,3,Single,61620,4,2
257,2240,4,Single,24060,1,3
258,3143,1,Married,187400,3,2
259,1846,3,Married,76370,1,3
260,3284,3,Married,100960,4,3
261,3652,3,Single,147560,4,3
262,201,4,Divorced,64990,2,3
263,1839,3,Married,97240,2,2
264,5242,3,Divorced,21940,4,5
265,3570,3,Single,33880,4,2
266,5215,3,Married,54730,4,2
267,3826,1,Single,27030,4,2
268,5012,2,Single,25010,1,3
269,3732,5,Single,62200,4,2
270,2308,3,Single,30380,4,5
271,4136,2,Married,44240,2,2
272,2590,4,Single,43120,2,2
273,3402,3,Married,132450,3,3
274,2968,3,Single,136640,3,6
275,3338,3,Single,50210,4,3
276,3892,4,Married,51260,4,2
277,5676,1,Married,28590,3,2
278,760,3,Divorced,102390,2,3
279,1769,2,Single,53290,1,3
280,4906,1,Divorced,43250,4,2
281,5483,3,Married,72600,4,2
282,4325,3,Married,23220,4,0
283,2228,4,Single,20750,1,0
284,373,4,Married,41520,1,3
285,1412,3,Single,96190,3,2
286,4830,2,Single,135030,1,6
287,4500,3,Divorced,54410,4,6
288,2286,3,Divorced,52090,3,3
289,3584,2,Single,106730,3,2
290,4970,1,Divorced,50100,3,3
291,759,1,Married,135490,4,3
292,1150,5,Single,49990,2,2
293,4866,3,Married,42210,2,4
294,3340,4,Married,138720,3,3
295,4898,4,Married,20420,3,6
296,2629,3,Single,20730,4,3
297,1149,3,Single,29560,4,6
298,773,3,Divorced,29260,4,3
299,2792,3,Single,48090,4,2
300,104,1,Divorced,51630,4,4
301,1723,4,Married,188440,NA,3
302,3167,3,Married,181720,4,5
303,3251,3,Divorced,57440,2,4
304,5454,5,Married,28890,3,2
305,3504,2,Single,28710,4,2
306,5225,3,Single,74840,3,3
307,4368,3,Single,60740,2,2
308,3884,1,Single,173280,1,2
309,189,3,Single,27740,2,2
310,478,3,Single,45050,4,3
311,2775,3,Married,74280,4,2
312,3830,2,Single,116310,1,2
313,5579,4,Married,97380,4,2
314,2375,2,Divorced,28350,1,2
315,1117,2,Married,169590,2,5
316,1990,2,Single,26130,4,2
317,2388,4,Single,61460,2,3
318,3526,4,Divorced,49630,4,2
319,4907,2,Married,195370,3,5
320,149,4,Divorced,61720,4,1
321,3159,4,Single,23680,1,3
322,2442,3,Single,103120,3,2
323,5673,4,Married,16750,1,6
324,5534,3,Married,25230,4,2
325,5290,4,Married,65670,3,3
326,531,3,Married,47390,3,2
327,3414,4,Divorced,92080,2,2
328,3337,3,Married,45590,3,2
329,1792,5,Divorced,81890,3,3
330,4851,3,Married,29420,4,1
331,2663,4,Married,49410,3,3
332,5445,4,Married,106500,2,2
333,1804,4,Married,59020,3,2
334,4806,5,Single,86390,1,3
335,4948,4,Married,63470,3,2
336,4396,3,Married,42000,3,3
337,4929,3,Married,34520,3,3
338,3565,3,Single,43170,4,2
339,3594,4,Single,26320,4,3
340,5248,1,Married,46680,4,2
341,2986,4,Single,32040,3,4
342,3183,3,Married,27200,3,3
343,3111,1,Married,171810,3,2
344,5128,3,Single,22380,1,3
345,4960,3,Single,14830,3,3
346,1268,4,Single,56050,2,2
347,4524,2,Married,72950,2,3
348,961,3,Divorced,23060,1,5
349,5218,4,Single,23480,3,3
350,4721,2,Married,89980,3,2
351,4466,3,Single,43190,3,3
352,1385,2,Married,61320,2,3
353,2023,4,Divorced,33460,3,2
354,4894,3,Single,108550,3,2
355,4112,2,Married,22310,2,3
356,1144,5,Married,23230,3,2
357,2313,4,Married,20240,3,2
358,413,3,Married,27130,4,2
359,4817,3,Married,94390,1,0
360,3398,5,Single,25660,4,3
361,1278,3,Single,199260,1,5
362,4952,4,Divorced,24510,1,3
363,3925,4,Single,94190,3,5
364,576,4,Married,86860,2,2
365,427,4,Divorced,30380,2,3
366,2835,5,Divorced,30580,2,2
367,4821,3,Married,23250,1,1
368,403,5,Divorced,20880,4,2
369,4022,3,Married,30720,3,4
370,2245,1,Married,50060,3,2
371,5339,2,Divorced,42570,4,2
372,3653,4,Divorced,25000,2,3
373,1561,2,Married,11020,4,3
374,2918,3,Married,104530,1,2
375,3578,4,Single,22880,2,4
376,3091,3,Married,39290,1,6
377,983,3,Married,23110,3,2
378,2680,2,Married,31400,4,2
379,716,2,Divorced,36900,4,2
380,2273,3,Divorced,44500,4,3
381,352,3,Married,27560,3,2
382,2848,3,Married,190330,3,5
383,5698,5,Married,187220,1,3
384,4783,5,Married,95470,2,3
385,3502,2,Married,137340,2,3
386,332,1,Married,199990,3,6
387,1867,3,Married,22790,4,3
388,1715,3,Divorced,59160,2,2
389,4278,3,Married,20890,1,2
390,2917,3,Married,167920,4,3
391,3758,4,Married,35640,3,1
392,3219,1,Single,44250,4,2
393,1641,3,Married,52650,4,4
394,2747,4,Married,65530,3,2
395,224,5,Single,62610,1,1
396,3521,3,Divorced,42980,1,6
397,3418,3,Married,68040,4,3
398,1827,3,Divorced,38150,4,3
399,4423,1,Single,27410,1,5
400,2094,4,Divorced,66730,1,2
401,1175,2,Married,76390,2,6
402,4059,5,Single,23280,1,3
403,3655,2,Divorced,21530,4,3
404,5674,4,Divorced,48760,1,4
405,2853,3,Single,93960,3,6
406,5610,3,Single,104000,NA,2
407,288,4,Married,84740,3,3
408,4620,3,Single,99810,4,3
409,419,4,Married,124900,2,3
410,4586,3,Divorced,26570,2,3
411,4445,3,Divorced,135910,3,2
412,1687,4,Married,66960,4,3
413,2020,3,Single,20580,2,5
414,5118,2,Divorced,88650,2,0
415,3130,1,Single,59400,3,2
416,2317,3,Single,59140,3,4
417,2051,4,Divorced,26220,3,3
418,1866,3,Married,121850,2,2
419,2452,1,Married,106090,4,3
420,2057,2,Married,43450,1,3
421,2460,4,Married,21770,4,4
422,4095,2,Married,27930,4,4
423,1491,4,Single,79180,2,3
424,188,3,Married,87890,4,4
425,3110,3,Married,23890,3,4
426,2006,2,Married,32120,3,3
427,223,4,Divorced,192320,1,3
428,2896,3,Single,22670,3,2
429,3189,4,Single,195170,4,5
430,4702,3,Single,24360,3,3
431,2068,3,Single,160640,4,3
432,5091,3,Single,27070,1,2
433,4725,4,Married,190680,4,1
434,2222,3,Divorced,39310,4,2
435,2391,3,Married,37300,3,4
436,3239,3,Married,22320,3,2
437,3793,4,Single,44650,2,3
438,5106,4,Married,30720,1,3
439,4106,1,Married,33190,3,3
440,2000,1,Married,192020,3,5
441,4903,3,Married,136750,3,5
442,771,4,Married,29110,4,3
443,1492,2,Single,59570,4,2
444,5392,3,Divorced,39200,3,3
445,1292,4,Divorced,64340,3,3
446,798,3,Single,100480,3,2
447,1254,2,Divorced,109380,4,2
448,1571,1,Single,23400,1,2
449,1644,4,Single,65450,2,2
450,851,4,Divorced,69310,3,3
451,3332,1,Divorced,48980,1,3
452,3196,4,Single,25930,3,2
453,4545,3,Single,194360,4,4
454,4120,5,Single,27230,4,2
455,948,2,Single,34790,2,3
456,358,1,Divorced,27940,4,2
457,2264,1,Divorced,52490,4,2
458,3088,3,Married,21760,3,2
459,734,3,Divorced,168720,1,2
460,4051,4,Married,34850,3,2
461,4114,3,Married,66440,4,3
462,4245,4,Single,55820,4,3
463,1131,3,Married,40000,1,5
464,5413,3,Married,134960,4,3
465,116,3,Married,32100,3,5
466,5386,3,Divorced,190450,4,2
467,3417,3,Divorced,118490,4,3
468,1938,3,Divorced,20700,3,1
469,5532,2,Married,65020,3,3
470,780,4,Single,32300,2,3
471,5156,3,Married,136030,3,2
472,3390,4,Divorced,119960,3,3
473,3797,3,Married,56050,2,0
474,334,2,Single,63970,4,3
475,5396,4,Single,191440,2,3
476,779,3,Married,175840,4,2
477,3585,3,Married,49070,2,2
478,3119,4,Single,45540,1,3
479,3179,3,Single,54150,3,1
480,3381,3,Single,47410,4,3
481,5276,3,Married,21150,4,3
482,1868,3,Married,31610,1,0
483,930,3,Divorced,57450,2,4
484,5195,4,Married,23730,4,3
485,2999,3,Married,33100,1,3
486,4833,4,Single,186650,3,3
487,3542,3,Married,44850,1,2
488,3611,2,Married,27890,3,2
489,3860,1,Divorced,58280,2,0
490,2690,2,Single,23260,NA,3
491,5685,1,Single,135250,2,4
492,2487,4,Married,14200,1,2
493,3897,3,Married,80200,4,2
494,1808,2,Married,36880,4,3
495,281,4,Single,54820,3,3
496,3571,3,Single,160150,4,3
497,2548,2,Single,12000,2,3
498,3851,2,Married,56610,4,2
499,1104,3,Single,69290,4,6
500,4262,4,Divorced,96130,2,5
501,1662,3,Married,56740,2,6
502,4148,1,Single,54840,2,6
503,191,2,Married,120610,3,2
504,5462,2,Divorced,56600,1,3
505,1281,3,Married,48210,1,2
506,5361,2,Married,64100,3,5
507,1702,3,Married,52100,4,1
508,483,4,Married,26950,3,4
509,2961,4,Married,118780,2,2
510,3040,3,Single,170680,4,6
511,4788,3,Married,24550,3,2
512,2614,3,Divorced,139640,1,1
513,3633,1,Divorced,49410,4,2
514,2314,3,Married,24780,3,0
515,3946,2,Married,52280,1,4
516,827,2,Single,44780,4,3
517,3931,3,Single,75470,3,2
518,4300,2,Divorced,50550,3,2
519,686,3,Single,34640,4,3
520,5143,4,Single,57750,3,2
521,1276,3,Divorced,89430,4,6
522,4489,3,Married,192720,1,2
523,4142,4,Single,52380,2,4
524,3493,4,Married,46820,1,3
525,1765,3,Married,183000,3,6
526,2208,4,Married,52570,2,2
527,127,3,Married,63490,3,3
528,1328,4,Married,48690,1,2
529,5347,3,Married,99850,1,3
530,5112,5,Married,36970,4,1
531,4750,3,Single,74570,3,1
532,3492,4,Married,21190,2,3
533,540,4,Divorced,39830,4,3
534,1410,4,Single,61180,4,3
535,5520,2,Single,62140,1,3
536,4442,1,Divorced,63470,1,2
537,1130,4,Single,115100,1,5
538,683,4,Divorced,71430,4,6
539,385,4,Married,82680,4,3
540,4893,2,Divorced,80950,1,3
541,4164,2,Single,29040,1,2
542,3838,1,Married,60320,4,2
543,5055,3,Divorced,29760,1,3
544,3187,4,Single,159920,4,3
545,585,3,Married,46490,4,2
546,1202,1,Married,26960,3,3
547,4188,1,Single,23700,1,3
548,3234,3,Married,125040,2,2
549,1721,3,Single,59740,2,6
550,2940,2,Divorced,47360,3,3
551,2331,3,Divorced,52960,3,3
552,714,3,Divorced,67810,4,2
553,5192,4,Married,21740,1,3
554,3597,4,Single,66530,4,2
555,2675,3,Married,96990,3,3
556,3935,3,Divorced,67550,1,2
557,4259,1,Single,22130,3,4
558,185,4,Single,26100,4,3
559,2304,3,Single,28510,3,2
560,486,3,Single,34520,1,4
561,3951,3,Married,52580,3,5
562,1719,4,Married,93550,1,4
563,285,2,Divorced,104960,4,2
564,3057,2,Married,63800,4,1
565,510,1,Single,26570,4,3
566,3641,4,Divorced,27160,4,2
567,4301,2,Single,22010,2,3
568,5499,2,Married,65400,2,2
569,1235,3,Married,38160,3,2
570,4887,4,Divorced,52530,3,2
571,3158,4,Single,109650,3,5
572,5111,2,Single,49360,1,2
573,4978,2,Married,25430,2,3
574,4008,3,Married,53040,3,3
575,1019,3,Divorced,166590,3,2
576,3235,2,Married,42600,4,2
577,1062,1,Married,24760,2,2
578,901,3,Single,31020,3,3
579,3794,3,Married,22440,4,5
580,5665,4,Single,75960,2,0
581,3003,4,Single,22850,3,3
582,267,2,Single,30340,2,3
583,1411,3,Married,57150,4,0
584,1530,4,Single,25760,4,3
585,1222,4,Married,41970,3,3
586,1891,4,Married,143360,1,3
587,5284,2,Married,34480,3,3
588,1127,4,Married,194060,3,2
589,3832,5,Divorced,65380,3,3
590,2964,2,Single,43060,4,2
591,5678,3,Married,22580,4,2
592,555,3,Single,45220,1,3
593,1930,2,Divorced,44870,3,5
594,5058,2,Divorced,44490,4,3
595,589,1,Married,22180,2,1
596,1247,4,Single,191970,3,2
597,1429,3,Married,132120,1,4
598,474,4,Married,65770,4,1
599,4306,3,Single,83920,1,5
600,887,2,Single,45580,3,2
601,4057,4,Divorced,40310,4,3
602,2455,3,Married,79690,2,3
603,3347,4,Married,26540,3,5
604,3296,3,Married,165550,3,4
605,3254,3,Single,45560,4,4
606,3941,4,Married,60910,2,6
607,4692,3,Divorced,195660,1,2
608,5084,3,Divorced,48100,3,3
609,3682,3,Married,45230,2,5
610,2513,4,Married,32020,4,2
611,1605,3,Married,23510,4,4
612,2970,4,Married,17020,4,2
613,360,4,Married,180410,3,3
614,4811,4,Married,28860,4,5
615,5384,2,Married,20970,2,5
616,5453,2,Divorced,119350,3,6
617,4443,3,Divorced,25460,3,2
618,3932,4,Single,25640,4,3
619,816,4,Single,84120,3,2
620,2123,1,Divorced,141180,4,3
621,2048,4,Married,170460,4,3
622,982,2,Divorced,25640,2,3
623,1704,3,Married,102660,3,3
624,2778,3,Single,50700,4,6
625,2415,2,Divorced,178610,3,2
626,4636,2,Married,42300,1,0
627,3863,3,Divorced,37800,2,2
628,1940,2,Single,27680,3,0
629,4213,3,Married,90710,4,2
630,4836,2,Married,106480,1,1
631,4410,1,Married,136100,3,4
632,2365,3,Married,34080,1,2
633,4313,2,Divorced,29830,4,2
634,3312,4,Married,76320,1,3
635,921,2,Single,98240,1,2
636,712,4,Divorced,99500,1,3
637,2424,4,Married,20930,4,2
638,1250,3,Married,99800,3,1
639,1215,1,Single,38940,3,3
640,340,4,Single,40510,3,3
641,2426,2,Married,168350,3,3
642,5446,4,Married,62300,1,2
643,4292,2,Married,47170,3,3
644,3113,4,Single,132370,4,2
645,647,4,Divorced,37550,1,2
646,2764,4,Divorced,65820,3,3
647,1741,1,Single,74060,4,2
648,2573,3,Divorced,48050,4,2
649,1272,4,Married,27410,3,3
650,1085,3,Married,42620,2,2
651,1109,2,Divorced,161840,4,2
652,4320,4,Single,115570,2,0
653,4996,3,Married,18780,4,2
654,2854,1,Single,109320,3,3
655,4072,3,Single,68110,3,4
656,2871,3,Single,43060,1,3
657,4623,3,Divorced,48590,4,3
658,723,2,Single,53370,1,2
659,3463,4,Married,23400,4,2
660,110,4,Single,74910,3,3
661,5006,3,Divorced,105270,4,3
662,226,2,Single,165950,4,2
663,2469,4,Divorced,88340,3,1
664,2475,3,Single,55770,4,3
665,2310,4,Divorced,47070,3,4
666,1500,3,Married,24000,3,3
667,3244,3,Married,98240,3,2
668,5205,4,Married,64470,2,3
669,1337,2,Single,195020,4,3
670,543,4,Single,27250,3,4
671,5501,4,Married,62720,1,3
672,1404,3,Married,21270,4,3
673,3636,4,Single,182000,2,3
674,3777,4,Single,20960,3,2
675,5082,4,Divorced,28860,2,4
676,687,4,Single,20330,4,5
677,5039,2,Single,36220,4,0
678,4167,4,Married,42330,3,5
679,5088,3,Single,36810,NA,2
680,395,1,Divorced,54600,3,3
681,3676,3,Divorced,21870,1,1
682,178,3,Married,96020,4,3
683,3950,2,Single,28360,3,3
684,3050,1,Married,40890,1,2
685,1703,3,Married,166270,4,5
686,3560,3,Single,26190,4,3
687,2883,3,Married,56790,3,2
688,4332,2,Married,154020,4,3
689,4364,1,Single,59850,4,1
690,938,2,Single,25790,2,1
691,4789,4,Married,30410,2,2
692,5529,1,Single,34470,1,5
693,4103,2,Divorced,195130,4,1
694,3350,3,Single,27730,3,3
695,1547,1,Single,71040,4,3
696,4141,3,Married,63220,1,2
697,1526,3,Married,20830,3,3
698,669,3,Married,83810,4,3
699,5484,2,Single,26910,4,6
700,371,1,Divorced,42860,3,6
701,3887,2,Divorced,26590,4,2
702,4769,3,Single,94340,3,3
703,679,4,Divorced,55610,3,2
704,4478,2,Single,66460,3,2
705,2163,2,Divorced,77250,3,2
706,5044,4,Divorced,107250,2,5
707,2878,3,Single,88470,3,3
708,1486,2,Married,20450,4,3
709,3008,4,Married,10090,3,3
710,2296,4,Married,33480,2,2
711,1757,2,Married,12810,1,2
712,3049,1,Single,28190,4,2
713,2574,3,Married,48510,3,2
714,2053,1,Single,40280,4,3
715,5305,4,Single,27200,4,2
716,1621,4,Married,81200,4,2
717,5182,4,Single,46470,4,3
718,662,3,Single,46800,1,0
719,2559,4,Married,32210,4,2
720,1610,2,Divorced,86210,1,1
721,4090,3,Divorced,45770,2,3
722,2669,3,Married,45530,2,2
723,4144,2,Single,53960,3,2
724,443,2,Married,67960,4,2
725,572,3,Divorced,76250,4,2
726,3562,4,Single,74120,3,4
727,2921,3,Married,111590,3,2
728,3124,2,Married,49600,4,3
729,5108,4,Married,104750,1,3
730,3920,3,Married,148140,2,2
731,5568,3,Divorced,191410,4,2
732,1831,2,Married,54050,3,3
733,602,3,Married,87930,2,2
734,3164,4,Married,191890,3,3
735,4796,2,Married,38750,3,3
736,4121,4,Married,22160,1,2
737,3532,1,Married,117130,4,2
738,3726,2,Single,78610,1,1
739,2418,4,Married,37080,4,2
740,2735,5,Single,137700,4,3
741,1699,2,Single,53040,1,2
742,4329,3,Married,26420,3,3
743,4622,2,Married,27590,3,6
744,3514,5,Single,68040,1,1
745,4449,4,Single,61420,3,2
746,4243,4,Married,25000,1,2
747,569,4,Single,63890,3,2
748,906,3,Single,111030,2,5
749,1676,5,Single,23420,1,2
750,4001,2,Single,68110,3,2
751,4407,3,Single,22970,4,2
752,2467,3,Married,24500,4,2
753,5132,3,Divorced,50930,2,3
754,2697,3,Single,53090,1,5
755,4950,3,Single,30570,2,3
756,3907,3,Divorced,51210,4,4
757,2926,3,Single,168560,1,3
758,3599,1,Divorced,26860,4,3
759,2235,3,Single,61800,1,2
760,537,4,Married,66320,2,3
761,5211,3,Single,35050,1,2
762,1285,3,Married,63970,3,3
763,3917,4,Married,62740,1,0
764,4318,4,Married,198590,1,3
765,1787,4,Single,75870,3,5
766,2036,4,Married,42580,1,2
767,3624,2,Married,43640,1,3
768,1248,1,Married,43350,4,5
769,2734,3,Married,53260,4,2
770,5120,2,Married,32800,4,3
771,2540,3,Married,54850,2,2
772,1197,2,Divorced,43420,3,6
773,5686,3,Divorced,27820,1,5
774,2715,1,Divorced,59800,1,2
775,1825,4,Single,43810,1,1
776,2042,3,Single,25720,3,3
777,992,2,Divorced,38330,2,1
778,3342,4,Single,42440,4,3
779,4794,4,Married,65000,2,5
780,4980,2,Married,184300,2,5
781,4070,3,Divorced,16010,3,3
782,4670,4,Married,26940,1,3
783,4173,4,Divorced,31490,4,1
784,5219,2,Single,176390,4,0
785,1921,3,Single,23190,3,4
786,2152,4,Single,116910,4,2
787,5398,3,Married,53240,1,2
788,5526,4,Divorced,167520,3,3
789,1780,1,Single,52280,4,2
790,2100,3,Married,27000,4,2
791,5271,4,Single,192460,4,5
792,145,2,Married,25060,4,3
793,3937,4,Single,60620,1,2
794,2037,3,Married,43820,1,2
795,5154,3,Divorced,21430,3,2
796,4644,1,Married,61620,2,5
797,5067,3,Divorced,50940,3,5
798,4324,4,Divorced,68770,2,3
799,3854,3,Married,22740,1,5
800,2021,3,Single,44340,1,1
801,4745,1,Single,62880,1,2
802,1462,4,Married,25530,4,4
